name,supplier,observed_count,inferred_topk,missing_topk
PRO_002853,SUP_0156,1,"[""互联网数据服务"", ""互联网平台"", ""其他批发业"", ""智慧物流"", ""国家行政机构"", ""其他未列明金融业"", ""非金融机构支付服务""]","[""互联网数据服务"", ""互联网平台"", ""其他批发业"", ""智慧物流"", ""国家行政机构"", ""其他未列明金融业"", ""非金融机构支付服务""]"
PRO_000665,SUP_0039,1,"[""互联网数据服务"", ""互联网相关服务"", ""纺织、服装及家庭用品批发"", ""国家行政机构"", ""城市公共交通运输"", ""金融信息服务"", ""农业专业及辅助性活动"", ""互联网信息服务""]","[""互联网数据服务"", ""互联网相关服务"", ""纺织、服装及家庭用品批发"", ""国家行政机构"", ""城市公共交通运输"", ""金融信息服务"", ""农业专业及辅助性活动"", ""互联网信息服务""]"
PRO_002726,SUP_0145,1,"[""货币银行服务"", ""电信"", ""软件开发"", ""互联网数据服务"", ""其他未列明金融业"", ""婚姻服务"", ""国家行政机构""]","[""货币银行服务"", ""电信"", ""软件开发"", ""互联网数据服务"", ""婚姻服务"", ""国家行政机构""]"
PRO_000646,SUP_0037,1,"[""互联网数据服务"", ""国家行政机构"", ""货币银行服务"", ""农业专业及辅助性活动"", ""综合零售"", ""软件开发"", ""其他批发业""]","[""互联网数据服务"", ""国家行政机构"", ""货币银行服务"", ""农业专业及辅助性活动"", ""综合零售"", ""软件开发"", ""其他批发业""]"
PRO_001704,SUP_0122,1,"[""其他未列明金融业"", ""国家行政机构"", ""其他批发业""]","[""其他未列明金融业"", ""其他批发业""]"
PRO_001705,SUP_0122,1,"[""其他未列明金融业"", ""国家行政机构"", ""其他批发业""]","[""国家行政机构"", ""其他批发业""]"
PRO_001707,SUP_0122,1,"[""其他未列明金融业"", ""国家行政机构"", ""其他批发业""]","[""国家行政机构"", ""其他批发业""]"
PRO_001703,SUP_0122,1,"[""其他未列明金融业"", ""国家行政机构"", ""其他批发业""]","[""国家行政机构"", ""其他批发业""]"
PRO_001700,SUP_0122,1,"[""其他未列明金融业"", ""国家行政机构"", ""金融信息服务""]","[""国家行政机构"", ""金融信息服务""]"
PRO_001702,SUP_0122,1,"[""其他未列明金融业"", ""国家行政机构"", ""互联网数据服务""]","[""国家行政机构"", ""互联网数据服务""]"
PRO_001701,SUP_0122,1,"[""其他未列明金融业"", ""国家行政机构"", ""金融信息服务""]","[""国家行政机构"", ""金融信息服务""]"
PRO_006100,SUP_0368,1,"[""信息技术咨询服务"", ""人力资源服务"", ""其他未列明金融业"", ""婚姻服务"", ""货币银行服务"", ""国家行政机构"", ""互联网数据服务"", ""互联网相关服务"", ""医院"", ""基层医疗卫生服务""]","[""信息技术咨询服务"", ""人力资源服务"", ""婚姻服务"", ""货币银行服务"", ""国家行政机构"", ""互联网数据服务"", ""互联网相关服务"", ""医院"", ""基层医疗卫生服务""]"
PRO_002728,SUP_0145,1,"[""其他未列明金融业"", ""互联网数据服务"", ""城市公共交通运输"", ""道路运输辅助活动"", ""电信"", ""软件开发""]","[""其他未列明金融业"", ""互联网数据服务"", ""城市公共交通运输"", ""道路运输辅助活动"", ""电信"", ""软件开发""]"
PRO_001483,SUP_0113,1,"[""其他未列明金融业"", ""互联网数据服务"", ""其他金融业"", ""电信"", ""互联网信息服务"", ""技能培训、教育辅助及其他教育""]","[""互联网数据服务"", ""其他金融业"", ""电信"", ""互联网信息服务"", ""技能培训、教育辅助及其他教育""]"
PRO_004008,SUP_0266,1,"[""互联网数据服务"", ""互联网相关服务"", ""互联网信息服务""]","[""互联网数据服务"", ""互联网相关服务""]"
PRO_003999,SUP_0266,1,"[""互联网数据服务"", ""货币银行服务"", ""互联网信息服务"", ""金融信息服务"", ""国家行政机构""]","[""货币银行服务"", ""互联网信息服务"", ""金融信息服务"", ""国家行政机构""]"
PRO_001850,SUP_0135,1,"[""互联网数据服务"", ""法律服务"", ""信息技术服务"", ""信息技术咨询服务"", ""其他信息技术服务业"", ""国家行政机构"", ""货币银行服务"", ""化学药品原料药制造"", ""其他未列明制造业"", ""基础化学原料制造""]","[""互联网数据服务"", ""法律服务"", ""信息技术服务"", ""信息技术咨询服务"", ""其他信息技术服务业"", ""国家行政机构"", ""货币银行服务"", ""化学药品原料药制造"", ""其他未列明制造业"", ""基础化学原料制造""]"
PRO_001849,SUP_0135,1,"[""互联网数据服务"", ""信息技术服务"", ""法律服务"", ""软件开发"", ""其他信息技术服务业"", ""婚姻服务"", ""国家行政机构"", ""其他批发业""]","[""互联网数据服务"", ""信息技术服务"", ""法律服务"", ""软件开发"", ""其他信息技术服务业"", ""婚姻服务"", ""国家行政机构"", ""其他批发业""]"
PRO_005725,SUP_0353,1,"[""互联网数据服务"", ""货币银行服务"", ""互联网信息服务"", ""信息技术服务"", ""国家行政机构"", ""人身保险""]","[""货币银行服务"", ""互联网信息服务"", ""信息技术服务"", ""国家行政机构"", ""人身保险""]"
PRO_000649,SUP_0037,1,"[""互联网数据服务"", ""金融信息服务"", ""综合零售"", ""软件开发"", ""其他批发业"", ""农业专业及辅助性活动"", ""国家行政机构"", ""其他信息技术服务业""]","[""互联网数据服务"", ""金融信息服务"", ""综合零售"", ""软件开发"", ""其他批发业"", ""农业专业及辅助性活动"", ""国家行政机构"", ""其他信息技术服务业""]"
PRO_000648,SUP_0037,1,"[""互联网数据服务"", ""医院"", ""房地产租赁经营"", ""其他未列明金融业"", ""数字政府"", ""互联网平台"", ""非金融机构支付服务"", ""基层医疗卫生服务""]","[""互联网数据服务"", ""医院"", ""房地产租赁经营"", ""其他未列明金融业"", ""数字政府"", ""互联网平台"", ""非金融机构支付服务"", ""基层医疗卫生服务""]"
PRO_001725,SUP_0125,1,"[""测绘地理信息服务"", ""技能培训、教育辅助及其他教育"", ""环境治理业"", ""电信"", ""环境卫生管理"", ""道路运输辅助活动"", ""互联网数据服务"", ""砖瓦、石材等建筑材料制造"", ""水泥、石灰和石膏制造"", ""医院""]","[""测绘地理信息服务"", ""技能培训、教育辅助及其他教育"", ""环境治理业"", ""电信"", ""环境卫生管理"", ""道路运输辅助活动"", ""互联网数据服务"", ""砖瓦、石材等建筑材料制造"", ""水泥、石灰和石膏制造"", ""医院""]"
PRO_001711,SUP_0122,1,"[""互联网数据服务"", ""互联网信息服务"", ""软件开发"", ""互联网平台"", ""电信"", ""医院"", ""不提供住宿社会工作""]","[""互联网信息服务"", ""软件开发"", ""互联网平台"", ""电信"", ""医院"", ""不提供住宿社会工作""]"
PRO_001724,SUP_0125,1,"[""互联网信息服务"", ""互联网数据服务"", ""运输代理业"", ""互联网平台"", ""货币银行服务"", ""人力资源服务"", ""橡胶制品业"", ""塑料制品业"", ""谷物种植"", ""中药材种植""]","[""互联网信息服务"", ""互联网数据服务"", ""运输代理业"", ""互联网平台"", ""货币银行服务"", ""橡胶制品业"", ""塑料制品业"", ""谷物种植"", ""中药材种植""]"
PRO_000647,SUP_0037,1,"[""互联网数据服务"", ""金融信息服务"", ""国家行政机构"", ""互联网信息服务"", ""货币银行服务""]","[""互联网数据服务"", ""金融信息服务"", ""国家行政机构"", ""互联网信息服务""]"
PRO_001706,SUP_0122,1,"[""其他未列明金融业"", ""国家行政机构"", ""其他批发业""]","[""国家行政机构"", ""其他批发业""]"
PRO_001708,SUP_0122,1,"[""其他未列明金融业"", ""国家行政机构"", ""互联网数据服务""]","[""国家行政机构"", ""互联网数据服务""]"
PRO_001717,SUP_0123,1,"[""国家行政机构"", ""不提供住宿社会工作"", ""针织或钩针编织物及其制品制造"", ""环境卫生管理"", ""电信"", ""软件开发"", ""农业专业及辅助性活动"", ""综合零售"", ""砖瓦、石材等建筑材料制造"", ""水泥、石灰和石膏制造""]","[""国家行政机构"", ""针织或钩针编织物及其制品制造"", ""环境卫生管理"", ""电信"", ""软件开发"", ""农业专业及辅助性活动"", ""综合零售"", ""砖瓦、石材等建筑材料制造"", ""水泥、石灰和石膏制造""]"
PRO_000870,SUP_0075,1,"[""互联网数据服务"", ""其他批发业"", ""信息技术咨询服务"", ""其他未列明金融业"", ""货币银行服务"", ""纺织、服装及家庭用品批发"", ""其他信息技术服务业"", ""国家行政机构"", ""电信"", ""互联网信息服务""]","[""互联网数据服务"", ""其他批发业"", ""信息技术咨询服务"", ""其他未列明金融业"", ""货币银行服务"", ""纺织、服装及家庭用品批发"", ""其他信息技术服务业"", ""国家行政机构"", ""电信"", ""互联网信息服务""]"
PRO_001718,SUP_0123,1,"[""国家行政机构"", ""不提供住宿社会工作"", ""针织或钩针编织物及其制品制造"", ""环境卫生管理"", ""软件开发"", ""农业专业及辅助性活动"", ""综合零售"", ""医院"", ""砖瓦、石材等建筑材料制造"", ""水泥、石灰和石膏制造""]","[""国家行政机构"", ""针织或钩针编织物及其制品制造"", ""环境卫生管理"", ""软件开发"", ""农业专业及辅助性活动"", ""综合零售"", ""医院"", ""砖瓦、石材等建筑材料制造"", ""水泥、石灰和石膏制造""]"
PRO_001699,SUP_0122,1,"[""其他未列明金融业"", ""国家行政机构"", ""金融信息服务""]","[""国家行政机构"", ""金融信息服务""]"
PRO_001188,SUP_0083,1,"[""国家行政机构"", ""综合零售"", ""货币银行服务"", ""农业专业及辅助性活动"", ""金融信息服务"", ""环境卫生管理"", ""互联网数据服务"", ""信息技术咨询服务"", ""针织或钩针编织物及其制品制造""]","[""国家行政机构"", ""综合零售"", ""货币银行服务"", ""农业专业及辅助性活动"", ""金融信息服务"", ""环境卫生管理"", ""互联网数据服务"", ""信息技术咨询服务"", ""针织或钩针编织物及其制品制造""]"
PRO_004069,SUP_0266,1,"[""互联网数据服务"", ""互联网相关服务"", ""互联网信息服务"", ""金融信息服务""]","[""互联网数据服务"", ""互联网信息服务"", ""金融信息服务""]"
PRO_001658,SUP_0117,1,"[""其他房地产业"", ""广播"", ""其他开采专业及辅助性活动"", ""建筑装饰和装修业"", ""学前教育"", ""其他卫生活动"", ""其他居民服务业"", ""其他日用产品修理业"", ""通用仓储"", ""装卸搬运""]","[""其他房地产业"", ""广播"", ""其他开采专业及辅助性活动"", ""建筑装饰和装修业"", ""学前教育"", ""其他卫生活动"", ""其他居民服务业"", ""其他日用产品修理业"", ""通用仓储"", ""装卸搬运""]"
PRO_001639,SUP_0117,2,"[""其他未列明制造业"", ""安全保护服务"", ""其他家具制造"", ""其他卫生活动"", ""学前教育"", ""其他居民服务业"", ""其他开采专业及辅助性活动"", ""其他批发业"", ""其他零售业"", ""运输代理业""]","[""其他未列明制造业"", ""安全保护服务"", ""其他家具制造"", ""其他卫生活动"", ""学前教育"", ""其他居民服务业"", ""其他开采专业及辅助性活动"", ""其他批发业"", ""其他零售业"", ""运输代理业""]"
PRO_001643,SUP_0117,3,"[""其他开采专业及辅助性活动"", ""广播"", ""其他房地产业"", ""其他卫生活动"", ""其他未列明制造业"", ""安全保护服务"", ""其他家具制造"", ""学前教育"", ""农业专业及辅助性活动"", ""畜牧专业及辅助性活动""]","[""其他开采专业及辅助性活动"", ""广播"", ""其他房地产业"", ""其他卫生活动"", ""其他未列明制造业"", ""安全保护服务"", ""其他家具制造"", ""学前教育"", ""农业专业及辅助性活动"", ""畜牧专业及辅助性活动""]"
PRO_004080,SUP_0266,1,"[""互联网信息服务"", ""货币银行服务"", ""其他未列明金融业"", ""互联网数据服务"", ""互联网相关服务"", ""金融信息服务""]","[""互联网信息服务"", ""货币银行服务"", ""其他未列明金融业"", ""互联网相关服务"", ""金融信息服务""]"
PRO_001645,SUP_0117,1,"[""其他家具制造"", ""安全保护服务"", ""其他未列明制造业"", ""学前教育"", ""其他居民服务业"", ""广播"", ""其他开采专业及辅助性活动"", ""正餐服务"", ""旅游饭店"", ""农业专业及辅助性活动""]","[""其他家具制造"", ""安全保护服务"", ""其他未列明制造业"", ""学前教育"", ""其他居民服务业"", ""广播"", ""其他开采专业及辅助性活动"", ""正餐服务"", ""旅游饭店"", ""农业专业及辅助性活动""]"
PRO_001640,SUP_0117,1,"[""其他卫生活动"", ""学前教育"", ""其他家具制造"", ""安全保护服务"", ""其他未列明制造业"", ""其他居民服务业"", ""通用仓储"", ""装卸搬运"", ""正餐服务"", ""旅游饭店""]","[""其他卫生活动"", ""学前教育"", ""其他家具制造"", ""安全保护服务"", ""其他未列明制造业"", ""其他居民服务业"", ""通用仓储"", ""装卸搬运"", ""正餐服务"", ""旅游饭店""]"
PRO_001655,SUP_0117,1,"[""其他未列明制造业"", ""其他家具制造"", ""安全保护服务"", ""其他卫生活动"", ""学前教育"", ""其他开采专业及辅助性活动"", ""广播"", ""正餐服务"", ""旅游饭店"", ""农业专业及辅助性活动""]","[""其他未列明制造业"", ""其他家具制造"", ""安全保护服务"", ""其他卫生活动"", ""学前教育"", ""其他开采专业及辅助性活动"", ""广播"", ""正餐服务"", ""旅游饭店"", ""农业专业及辅助性活动""]"
PRO_001656,SUP_0117,2,"[""其他卫生活动"", ""其他家具制造"", ""其他未列明制造业"", ""安全保护服务"", ""学前教育"", ""其他居民服务业"", ""广播"", ""其他开采专业及辅助性活动"", ""正餐服务"", ""旅游饭店""]","[""其他卫生活动"", ""其他家具制造"", ""其他未列明制造业"", ""安全保护服务"", ""学前教育"", ""其他居民服务业"", ""广播"", ""其他开采专业及辅助性活动"", ""正餐服务"", ""旅游饭店""]"
PRO_001652,SUP_0117,1,"[""其他开采专业及辅助性活动"", ""其他房地产业"", ""安全保护服务"", ""其他家具制造"", ""其他未列明制造业"", ""其他卫生活动"", ""学前教育"", ""铁路运输设备制造"", ""航空、航天器及设备制造"", ""船舶及相关装置制造""]","[""其他开采专业及辅助性活动"", ""其他房地产业"", ""安全保护服务"", ""其他家具制造"", ""其他未列明制造业"", ""其他卫生活动"", ""学前教育"", ""铁路运输设备制造"", ""航空、航天器及设备制造"", ""船舶及相关装置制造""]"
PRO_001653,SUP_0117,3,"[""技术推广服务"", ""租赁和商务服务业"", ""其他房地产业"", ""建筑装饰和装修业"", ""其他开采专业及辅助性活动"", ""广播"", ""学前教育"", ""其他居民服务业"", ""其他日用产品修理业"", ""铁路运输设备制造""]","[""技术推广服务"", ""租赁和商务服务业"", ""其他房地产业"", ""建筑装饰和装修业"", ""其他开采专业及辅助性活动"", ""广播"", ""学前教育"", ""其他居民服务业"", ""其他日用产品修理业"", ""铁路运输设备制造""]"
PRO_001654,SUP_0117,5,"[""其他开采专业及辅助性活动"", ""广播"", ""其他房地产业"", ""其他未列明制造业"", ""安全保护服务"", ""其他家具制造"", ""其他卫生活动"", ""学前教育"", ""铁路运输设备制造"", ""航空、航天器及设备制造""]","[""其他开采专业及辅助性活动"", ""广播"", ""其他房地产业"", ""其他未列明制造业"", ""安全保护服务"", ""其他家具制造"", ""其他卫生活动"", ""学前教育"", ""铁路运输设备制造"", ""航空、航天器及设备制造""]"
PRO_003312,SUP_0175,1,"[""其他未列明金融业""]","[""其他未列明金融业""]"
PRO_004035,SUP_0266,1,"[""互联网数据服务"", ""互联网信息服务"", ""货币银行服务""]","[""互联网数据服务"", ""货币银行服务""]"
PRO_001661,SUP_0118,1,"[""互联网数据服务"", ""互联网相关服务"", ""综合零售"", ""货币银行服务"", ""环境卫生管理"", ""金融信息服务"", ""橡胶制品业"", ""塑料制品业""]","[""互联网相关服务"", ""综合零售"", ""货币银行服务"", ""环境卫生管理"", ""金融信息服务"", ""橡胶制品业"", ""塑料制品业""]"
PRO_001713,SUP_0122,1,"[""互联网数据服务"", ""互联网相关服务"", ""互联网信息服务"", ""纺织、服装及家庭用品批发"", ""电信"", ""测绘地理信息服务"", ""人力资源服务""]","[""互联网相关服务"", ""互联网信息服务"", ""纺织、服装及家庭用品批发"", ""电信"", ""测绘地理信息服务"", ""人力资源服务""]"
PRO_001482,SUP_0113,1,"[""其他未列明金融业"", ""互联网数据服务"", ""其他金融业"", ""电信"", ""互联网信息服务"", ""技能培训、教育辅助及其他教育""]","[""互联网数据服务"", ""其他金融业"", ""电信"", ""互联网信息服务"", ""技能培训、教育辅助及其他教育""]"
PRO_003542,SUP_0232,1,"[""综合零售"", ""人力资源服务"", ""其他未列明金融业"", ""医院"", ""技能培训、教育辅助及其他教育"", ""互联网数据服务"", ""互联网平台"", ""橡胶制品业"", ""塑料制品业"", ""非金融机构支付服务""]","[""综合零售"", ""人力资源服务"", ""其他未列明金融业"", ""医院"", ""技能培训、教育辅助及其他教育"", ""互联网数据服务"", ""互联网平台"", ""橡胶制品业"", ""塑料制品业"", ""非金融机构支付服务""]"
PRO_001641,SUP_0117,1,"[""安全保护服务"", ""其他家具制造"", ""其他卫生活动"", ""学前教育"", ""其他居民服务业"", ""其他开采专业及辅助性活动"", ""广播"", ""正餐服务"", ""旅游饭店"", ""农业专业及辅助性活动""]","[""安全保护服务"", ""其他家具制造"", ""其他卫生活动"", ""学前教育"", ""其他居民服务业"", ""其他开采专业及辅助性活动"", ""广播"", ""正餐服务"", ""旅游饭店"", ""农业专业及辅助性活动""]"
PRO_001638,SUP_0117,1,"[""租赁和商务服务业"", ""技术推广服务"", ""建筑装饰和装修业"", ""学前教育"", ""其他房地产业"", ""其他开采专业及辅助性活动"", ""其他居民服务业"", ""其他日用产品修理业"", ""通用仓储"", ""装卸搬运""]","[""租赁和商务服务业"", ""技术推广服务"", ""建筑装饰和装修业"", ""学前教育"", ""其他房地产业"", ""其他开采专业及辅助性活动"", ""其他居民服务业"", ""其他日用产品修理业"", ""通用仓储"", ""装卸搬运""]"
PRO_004007,SUP_0266,1,"[""互联网数据服务"", ""互联网信息服务"", ""互联网相关服务""]","[""互联网信息服务"", ""互联网相关服务""]"
PRO_001650,SUP_0117,2,"[""其他未列明制造业"", ""安全保护服务"", ""其他家具制造"", ""学前教育"", ""其他居民服务业"", ""其他卫生活动"", ""正餐服务"", ""旅游饭店"", ""运输代理业"", ""多式联运""]","[""其他未列明制造业"", ""安全保护服务"", ""其他家具制造"", ""学前教育"", ""其他居民服务业"", ""其他卫生活动"", ""正餐服务"", ""旅游饭店"", ""运输代理业"", ""多式联运""]"
PRO_001642,SUP_0117,4,"[""其他未列明制造业"", ""安全保护服务"", ""其他家具制造"", ""其他卫生活动"", ""学前教育"", ""其他居民服务业"", ""其他开采专业及辅助性活动"", ""广播"", ""正餐服务"", ""旅游饭店""]","[""其他未列明制造业"", ""安全保护服务"", ""其他家具制造"", ""其他卫生活动"", ""学前教育"", ""其他居民服务业"", ""其他开采专业及辅助性活动"", ""广播"", ""正餐服务"", ""旅游饭店""]"
PRO_001657,SUP_0117,1,"[""租赁和商务服务业"", ""货币银行服务"", ""建筑装饰和装修业"", ""其他房地产业"", ""学前教育"", ""广播"", ""其他居民服务业"", ""其他日用产品修理业"", ""环境治理业"", ""市政设施管理""]","[""租赁和商务服务业"", ""货币银行服务"", ""建筑装饰和装修业"", ""其他房地产业"", ""学前教育"", ""广播"", ""其他居民服务业"", ""其他日用产品修理业"", ""环境治理业"", ""市政设施管理""]"
PRO_001648,SUP_0117,2,"[""租赁和商务服务业"", ""其他房地产业"", ""其他开采专业及辅助性活动"", ""广播"", ""建筑装饰和装修业"", ""学前教育"", ""其他卫生活动"", ""其他未列明制造业"", ""铁路运输设备制造"", ""航空、航天器及设备制造""]","[""租赁和商务服务业"", ""其他房地产业"", ""其他开采专业及辅助性活动"", ""广播"", ""建筑装饰和装修业"", ""学前教育"", ""其他卫生活动"", ""其他未列明制造业"", ""铁路运输设备制造"", ""航空、航天器及设备制造""]"
PRO_001660,SUP_0117,1,"[""其他开采专业及辅助性活动"", ""广播"", ""其他房地产业"", ""其他未列明制造业"", ""安全保护服务"", ""其他家具制造"", ""学前教育"", ""铁路运输设备制造"", ""航空、航天器及设备制造"", ""船舶及相关装置制造""]","[""其他开采专业及辅助性活动"", ""广播"", ""其他房地产业"", ""其他未列明制造业"", ""安全保护服务"", ""其他家具制造"", ""学前教育"", ""铁路运输设备制造"", ""航空、航天器及设备制造"", ""船舶及相关装置制造""]"
